date,value
2010-05-16 00:00:00.000000000,69.38984110540609
2010-05-16 02:58:41.693474560,36.16601620793563
2010-05-16 05:57:23.386948864,50.55873042978104
2010-05-16 08:56:05.080423424,41.427799903875176
2010-05-16 11:54:46.773897728,24.118014490562125
2010-05-16 14:53:28.467372288,66.09653354172329
2010-05-16 17:52:10.160846848,49.63072356363968
2010-05-16 20:50:51.854321152,29.45219172584361
2010-05-16 23:49:33.547795712,39.57248419695236
2010-05-17 02:48:15.241270016,51.880207136324046
2010-05-17 05:46:56.934744576,50.23589336763732
2010-05-17 08:45:38.628219136,26.17767880173376
2010-05-17 11:44:20.321693440,27.58642861562945
2010-05-17 14:43:02.015168000,32.70886328042079
2010-05-17 17:41:43.708642304,76.69504500674125
2010-05-17 20:40:25.402116864,39.55239603983008
2010-05-17 23:39:07.095591424,49.818749835679085
2010-05-18 02:37:48.789065728,44.17867666985867
2010-05-18 05:36:30.482540288,81.56151343468038
2010-05-18 08:35:12.176014592,23.603986843458266
2010-05-18 11:33:53.869489152,38.88767382580448
2010-05-18 14:32:35.562963456,46.46538741864794
2010-05-18 17:31:17.256438016,43.98121813536558
2010-05-18 20:29:58.949912576,18.33429162050992
2010-05-18 23:28:40.643386880,33.06523034464185
2010-05-19 02:27:22.336861440,33.2270998295621
2010-05-19 05:26:04.030335744,46.40648216115568
2010-05-19 08:24:45.723810304,21.268740467301676
2010-05-19 11:23:27.417284864,47.883411181720625
2010-05-19 14:22:09.110759168,51.054041682048506
2010-05-19 17:20:50.804233728,38.14774645548447
2010-05-19 20:19:32.497708032,16.298356608801285
2010-05-19 23:18:14.191182592,38.86101372692431
2010-05-20 02:16:55.884657152,49.61292189763509
2010-05-20 05:15:37.578131456,31.00607805394003
2010-05-20 08:14:19.271606016,38.25337912576513
2010-05-20 11:13:00.965080320,57.24960962944366
2010-05-20 14:11:42.658554880,50.4072352011172
2010-05-20 17:10:24.352029440,37.1774466937111
2010-05-20 20:09:06.045503744,27.54591346366447
2010-05-20 23:07:47.738978304,31.88877975599671
2010-05-21 02:06:29.432452608,28.890221937642913
2010-05-21 05:05:11.125927168,36.97224882077056
2010-05-21 08:03:52.819401728,28.90863307614727
2010-05-21 11:02:34.512876032,34.777025373539786
2010-05-21 14:01:16.206350592,53.45319886410342
2010-05-21 16:59:57.899824896,62.13555634173024
2010-05-21 19:58:39.593299456,27.31181913256355
2010-05-21 22:57:21.286774016,39.71131466738331
2010-05-22 01:56:02.980248320,30.47057239893474
2010-05-22 04:54:44.673722880,30.109227860513453
2010-05-22 07:53:26.367197184,53.44698403078358
2010-05-22 10:52:08.060671744,32.95665673295954
2010-05-22 13:50:49.754146304,26.515068660809284
2010-05-22 16:49:31.447620608,58.90245760345971
2010-05-22 19:48:13.141095168,64.60900375304456
2010-05-22 22:46:54.834569472,55.62970116745439
2010-05-23 01:45:36.528044032,34.82956628394367
2010-05-23 04:44:18.221518336,33.85183696930358
2010-05-23 07:42:59.914992896,38.68688170968179
2010-05-23 10:41:41.608467456,60.44455932902502
2010-05-23 13:40:23.301941760,39.77812848303415
2010-05-23 16:39:04.995416320,46.23154741606941
2010-05-23 19:37:46.688890624,41.911400219541314
2010-05-23 22:36:28.382365184,46.88084547977195
2010-05-24 01:35:10.075839744,68.58714447496197
2010-05-24 04:33:51.769314048,50.41083627222923
2010-05-24 07:32:33.462788608,27.94984264244318
2010-05-24 10:31:15.156262912,48.7869260861521
2010-05-24 13:29:56.849737472,46.43540058954181
2010-05-24 16:28:38.543212032,34.97120334937976
2010-05-24 19:27:20.236686336,31.722073332798026
2010-05-24 22:26:01.930160896,36.74723394006363
2010-05-25 01:24:43.623635200,25.06639232904455
2010-05-25 04:23:25.317109760,36.87931176116863
2010-05-25 07:22:07.010584320,47.10145819028176
2010-05-25 10:20:48.704058624,45.07665682856029
2010-05-25 13:19:30.397533184,29.000440508033986
2010-05-25 16:18:12.091007488,32.75781972893375
2010-05-25 19:16:53.784482048,29.632523938312918
2010-05-25 22:15:35.477956608,27.41984966122957
2010-05-26 01:14:17.171430912,21.38652598117481
2010-05-26 04:12:58.864905472,38.56262914866952
2010-05-26 07:11:40.558379776,42.41316294139485
2010-05-26 10:10:22.251854336,37.071953426701576
2010-05-26 13:09:03.945328896,33.99692298556429
2010-05-26 16:07:45.638803200,41.74463622342322
2010-05-26 19:06:27.332277760,33.92946787043844
2010-05-26 22:05:09.025752064,28.702879337651066
2010-05-27 01:03:50.719226624,50.20175637096382
2010-05-27 04:02:32.412701184,26.21593324335475
2010-05-27 07:01:14.106175488,42.049253029282575
2010-05-27 09:59:55.799650048,34.55991169560062
2010-05-27 12:58:37.493124352,23.64709761316276
2010-05-27 15:57:19.186598912,59.35993552166494
2010-05-27 18:56:00.880073216,41.15784901683014
2010-05-27 21:54:42.573547776,52.269250974957664
2010-05-28 00:53:24.267022336,37.94079851899298
2010-05-28 03:52:05.960496640,63.75078185029416
2010-05-28 06:50:47.653971200,32.13385115597721
2010-05-28 09:49:29.347445504,21.02944769126722
2010-05-28 12:48:11.040920064,59.38652863374773
2010-05-28 15:46:52.734394624,35.43113094848063
2010-05-28 18:45:34.427868928,46.982483767506594
2010-05-28 21:44:16.121343488,27.966101714615057
2010-05-29 00:42:57.814817792,52.54915611612832
2010-05-29 03:41:39.508292352,52.09659751839068
2010-05-29 06:40:21.201766912,53.27715906401462
2010-05-29 09:39:02.895241216,72.90079605910228
